srch_id,date_time,site_id,visitor_location_country_id,visitor_hist_starrating,visitor_hist_adr_usd,prop_country_id,prop_id,prop_starrating,prop_review_score,prop_brand_bool,prop_location_score1,prop_location_score2,prop_log_historical_price,position,price_usd,promotion_flag,srch_destination_id,srch_length_of_stay,srch_booking_window,srch_adults_count,srch_children_count,srch_room_count,srch_saturday_night_bool,srch_query_affinity_score,orig_destination_distance,random_bool,comp1_rate,comp1_inv,comp1_rate_percent_diff,comp2_rate,comp2_inv,comp2_rate_percent_diff,comp3_rate,comp3_inv,comp3_rate_percent_diff,comp4_rate,comp4_inv,comp4_rate_percent_diff,comp5_rate,comp5_inv,comp5_rate_percent_diff,comp6_rate,comp6_inv,comp6_rate_percent_diff,comp7_rate,comp7_inv,comp7_rate_percent_diff,comp8_rate,comp8_inv,comp8_rate_percent_diff,click_bool,gross_bookings_usd,booking_bool,category
42166,2013-06-02 18:19:39,32,220,,,220,111498,5,4.0,1,4.94,0.0825,5.52,32,175.15,0,20905,3,54,2,0,1,1,,2046.39,0,,,,-1.0,0.0,4.0,-1.0,0.0,5.0,,,,0.0,0.0,,,,,,,,,,,0,,0,0
297004,2012-11-20 18:20:43,24,100,,,32,68573,4,4.0,1,4.39,0.0339,5.42,31,468.87,0,16363,1,16,1,0,1,1,,4031.39,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0
204796,2013-05-14 00:32:02,22,92,,,92,32344,3,0.0,0,1.95,,4.04,29,35.15,0,19390,2,24,3,1,2,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0
299219,2013-05-13 19:52:21,18,129,,,129,25749,5,5.0,1,1.1,,5.73,10,278.97,0,2122,1,19,2,1,1,1,,264.98,0,,,,,,,,,,,,,0.0,0.0,,-1.0,0.0,20.0,,1.0,,,,,0,,0,0
158151,2012-11-15 20:12:15,5,92,,,219,96533,3,3.5,1,2.4,0.1848,4.71,7,85.0,0,16748,1,10,1,0,1,0,,,0,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,0,,0,0
176493,2013-04-21 00:57:30,5,219,,,219,110981,0,2.0,0,1.61,0.0092,4.07,35,55.0,0,17747,1,0,2,0,1,0,,13.91,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0
155150,2013-06-24 10:01:44,5,219,,,219,86126,2,2.5,0,2.3,0.0094,0.0,16,98.0,0,6246,1,20,4,0,2,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0
4887,2013-04-23 14:08:16,14,100,,,99,35880,4,4.0,0,6.03,0.4403,6.05,2,518.67,0,15650,5,20,2,0,1,0,,3423.11,1,1.0,0.0,6.0,,,,,,,,,,0.0,0.0,,1.0,0.0,11.0,0.0,0.0,,,,,0,,0,0
223528,2013-06-23 17:09:48,15,55,,,219,31576,3,3.5,1,3.87,0.1194,0.0,13,120.26,1,7473,3,11,6,1,3,1,,,0,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0,0
25058,2013-03-03 19:02:13,15,55,,,41,99454,4,4.0,0,1.39,0.2322,5.33,15,1215.04,0,27932,3,197,2,0,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0
244482,2013-05-13 09:27:14,5,219,,,18,41033,4,4.0,0,2.71,0.1656,5.44,22,139.0,1,2319,2,60,2,0,1,1,,1459.53,1,,,,1.0,0.0,5.0,,,,,,,-1.0,0.0,10.0,,,,,,,,,,0,,0,0
32391,2013-01-23 12:33:18,5,219,,,219,64406,2,3.0,1,1.95,0.1603,4.27,9,65.0,0,18821,2,9,2,0,1,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0
269611,2013-02-15 09:36:41,34,205,,,31,84190,4,3.5,1,5.08,0.4982,4.99,8,108.2,0,23445,1,7,2,0,2,1,,,0,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,,1.0,0.0,15.0,,,,0,,0,0
137852,2013-02-07 07:09:00,5,219,,,219,64949,4,4.5,1,4.08,0.0818,5.55,4,161.0,0,6784,1,10,2,0,1,0,,262.1,0,,,,0.0,0.0,,0.0,0.0,,,,,1.0,0.0,38.0,,,,,,,0.0,0.0,,0,,0,0
12293,2013-05-07 17:21:36,5,219,,,219,54045,2,3.0,1,1.79,,4.47,24,79.0,0,19032,1,0,1,1,2,0,-33.6321,177.18,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0
206784,2013-04-22 19:15:21,5,219,,,219,82411,3,5.0,1,2.56,0.0535,5.11,2,186.0,0,24714,2,39,2,0,1,1,,101.13,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0
288903,2013-02-04 19:34:26,5,219,,,219,119912,2,3.5,1,2.08,0.0279,3.7,6,94.0,1,16858,2,12,2,0,1,1,,,1,,,,-1.0,0.0,31.0,,,,,,,0.0,0.0,17.0,,,,,,,-1.0,0.0,31.0,0,,0,0
322241,2013-03-30 20:43:18,5,219,,,219,126393,3,4.0,1,2.48,0.1116,4.88,21,96.0,0,12519,1,1,2,0,1,0,-18.6109,7.24,0,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0,0
164392,2013-05-11 21:20:40,24,216,,,216,74475,4,4.5,1,3.4,0.2323,4.85,19,55.17,1,7543,4,30,1,0,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0
138068,2013-01-21 06:38:43,5,91,,,56,94511,4,4.5,0,3.18,0.2129,5.48,10,260.0,0,19568,3,52,2,0,1,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0
247249,2013-01-08 19:20:08,15,55,,,98,7580,5,5.0,0,3.56,0.1098,5.63,12,178.23,1,19216,4,34,2,0,1,0,,,0,,,,1.0,0.0,64.0,,,,1.0,0.0,34.0,1.0,0.0,45.0,,,,,,,,,,0,,0,0
99646,2012-12-12 03:51:08,16,31,,,99,52262,2,3.0,1,2.83,0.0035,4.27,6,52.29,0,13292,3,68,2,0,1,0,,406.25,1,,,,,,,,,,,,,0.0,0.0,,1.0,0.0,17.0,,,,,,,0,,0,0
173261,2013-03-30 15:33:53,5,219,,,219,32837,2,3.5,1,1.1,,4.48,6,90.0,0,4961,1,7,2,0,1,1,-25.6504,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0
190486,2013-05-09 10:56:12,5,219,,,219,31576,3,3.5,1,3.87,0.1194,4.88,7,89.0,0,7473,1,5,2,0,1,0,,79.66,0,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,14.0,,,,,,,0.0,0.0,14.0,0,,0,0
74160,2012-11-07 19:00:09,5,219,,,219,85914,2,4.0,0,2.48,,4.64,25,76.0,1,7411,1,1,1,0,1,1,,115.43,1,,,,1.0,0.0,17.0,1.0,0.0,17.0,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0,0
96092,2013-01-29 20:08:44,5,219,,,219,40525,4,4.5,1,3.56,,5.56,32,300.0,0,9265,1,18,2,1,1,1,-16.9155,26.58,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0
89356,2013-02-12 16:14:40,5,219,,,219,6202,3,4.0,1,3.87,0.043,4.62,35,92.0,1,7473,3,31,2,0,1,1,,1031.48,1,,,,-1.0,0.0,12.0,-1.0,0.0,5.0,,,,-1.0,0.0,13.0,,,,,,,-1.0,0.0,13.0,0,,0,0
264260,2013-03-27 09:31:07,14,100,,,100,40380,3,4.5,1,4.43,0.0959,5.11,10,147.64,1,6792,5,41,1,0,1,0,,159.17,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0
192443,2012-12-18 08:31:27,15,55,,,55,56563,4,4.0,0,3.89,0.0652,4.92,36,120.27,0,1047,1,221,2,0,1,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0
59081,2013-06-07 08:17:44,5,219,,,219,95225,4,4.0,1,3.3,0.223,0.0,10,239.0,0,10877,2,4,1,1,1,0,,9.71,1,,,,,,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0,0
259313,2013-05-19 11:56:07,11,103,,,220,123375,5,5.0,1,5.11,,6.16,25,728.23,0,1238,4,18,2,0,1,1,,,0,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,0,,0,0
43224,2012-11-10 18:45:25,5,219,,,219,83313,4,4.0,1,2.83,0.001,5.37,33,129.0,0,23904,1,21,2,0,1,1,,396.42,0,,,,1.0,0.0,31.0,1.0,0.0,23.0,,,,1.0,0.0,15.0,,,,,,,1.0,0.0,15.0,0,,0,0
184599,2013-06-12 09:03:39,14,100,,,100,25566,3,4.0,0,4.45,0.2765,0.0,7,185.49,0,12454,1,36,2,0,1,1,,2201.63,0,,,,0.0,0.0,19.0,,,,,,,-1.0,0.0,15.0,,,,,,,-1.0,0.0,15.0,0,,0,0
206246,2013-05-23 10:19:19,12,99,3.39,197.89,55,30494,2,2.0,1,2.48,0.0196,4.28,13,68.56,0,9250,2,31,1,1,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0
28908,2013-05-01 12:15:05,5,219,,,219,86989,4,4.0,1,2.4,0.0103,5.08,32,119.0,0,13870,2,28,2,0,1,0,,1795.65,0,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,,,,,0,,0,0
218835,2013-03-20 18:38:09,14,100,,,117,111321,3,4.0,0,3.76,0.0142,3.66,2,97.47,0,20112,2,44,5,0,1,1,,6375.5,1,,,,,,,1.0,0.0,59.0,-1.0,0.0,10.0,0.0,0.0,,,,,,,,,,,0,,0,0
3048,2013-03-25 12:24:48,15,55,,,70,91133,4,4.0,0,3.26,,5.14,13,162.37,0,25423,4,189,2,0,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0
133030,2012-11-13 18:17:15,5,219,,,219,17153,2,3.0,1,2.08,0.0436,4.28,10,59.0,0,1561,2,1,1,0,1,0,,359.23,0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,0,,0,0
190755,2012-11-15 09:23:46,14,100,,,55,137426,4,4.0,0,5.35,0.0146,6.04,31,177.82,0,10979,2,7,2,0,1,1,,3602.78,0,1.0,0.0,19.0,,,,,,,,,,1.0,0.0,10.0,,,,,,,,,,0,,0,0
314351,2012-12-15 00:32:56,24,216,,,157,126234,4,4.0,0,3.4,0.1593,5.07,4,99.11,1,4510,1,93,2,1,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0
89958,2013-05-20 08:53:45,5,219,,,219,93770,4,4.0,1,3.85,0.091,5.38,4,459.0,0,8156,1,0,1,0,1,0,,1310.51,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0
217642,2012-11-07 10:20:07,5,219,2.82,131.8,219,122138,4,4.5,1,1.79,,5.4,9,159.0,0,27493,1,0,2,0,1,0,,5.45,0,,,,1.0,0.0,213.0,,,,,,,,,,,,,,,,,,,0,,0,0
219464,2013-05-02 10:32:53,5,219,,,219,49168,2,4.0,1,1.1,0.0125,4.45,17,89.0,0,22918,1,2,1,1,1,1,,97.64,0,,,,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,0,,0,0
203470,2012-11-03 09:38:02,5,219,,,219,62596,3,4.0,0,4.91,0.0803,5.56,22,329.0,0,23605,1,35,4,0,2,1,,994.76,1,,,,-1.0,0.0,6.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0,0
132091,2013-05-28 07:16:55,5,219,,,100,18611,3,4.0,0,0.69,,5.11,9,212.0,1,6761,1,45,2,2,1,1,,2076.01,1,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,,,,,0,,0,0
279469,2012-12-02 10:13:58,14,100,,,100,83096,3,4.0,1,2.08,0.1034,4.85,4,84.47,1,18825,2,5,1,0,1,1,,11.68,0,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0,0
327023,2013-02-20 13:40:34,5,219,,,219,97147,3,4.5,1,3.04,0.2836,4.95,8,126.0,0,16823,1,3,2,0,1,1,-12.3074,103.6,0,,,,0.0,0.0,,0.0,1.0,,,,,0.0,1.0,,,,,,,,0.0,0.0,,0,,0,0
325639,2013-05-04 21:42:38,31,219,,,219,2053,2,3.5,1,2.56,0.1275,4.26,12,56.0,1,21382,1,3,2,1,1,0,,865.92,0,,,,0.0,0.0,,0.0,0.0,,,,,1.0,0.0,48.0,,,,,,,0.0,0.0,,0,,0,0
209439,2013-06-10 08:49:13,32,220,,,39,124278,2,3.5,1,3.04,0.0121,0.0,29,67.2,0,15122,3,0,1,0,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0
92270,2013-02-25 03:37:28,24,216,,,213,39316,4,4.5,0,3.81,0.0782,5.63,18,241.09,1,11696,3,58,2,0,1,0,,,0,,,,,,,,,,,,,-1.0,0.0,9.0,1.0,0.0,6.0,,1.0,,,,,0,,0,0
275352,2013-05-21 11:18:56,5,219,,,219,90684,4,4.5,1,3.5,0.0399,5.49,28,310.0,0,18310,3,112,2,1,1,0,,3341.23,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0
252843,2012-12-24 13:03:16,5,219,,,219,35868,5,4.5,1,2.89,0.01,5.87,18,275.0,0,10737,1,12,2,0,1,1,,1374.64,0,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,0,,0,0
253961,2013-01-22 13:08:26,5,219,,,55,115407,3,2.5,0,2.2,0.0037,4.8,23,119.0,0,15850,4,29,1,1,1,0,,,0,,,,,,,,,,,,,-1.0,0.0,8.0,,,,,,,,,,0,,0,0
173621,2013-05-07 18:31:24,5,219,,,219,133794,2,3.5,1,2.77,0.0316,4.18,2,64.0,0,4687,1,2,2,0,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0
203701,2013-02-09 21:52:52,15,55,,,220,84120,4,4.0,0,4.36,0.1412,4.83,35,105.88,1,697,3,44,1,0,1,0,,,0,,,,0.0,0.0,,-1.0,0.0,6.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,0,,0,0
134676,2012-12-12 17:01:27,5,219,,,219,16649,4,4.5,1,4.16,0.026,5.79,27,195.0,1,5143,1,9,4,0,2,1,,11.1,0,,,,,,,0.0,0.0,14.0,0.0,0.0,14.0,0.0,0.0,14.0,,,,,,,0.0,0.0,14.0,0,,0,0
235629,2012-11-29 14:28:10,18,129,,,129,34653,4,4.0,0,2.4,0.0077,5.51,8,176.51,0,16086,1,0,1,0,1,1,,,0,,,,,,,,,,,,,-1.0,0.0,4.0,0.0,0.0,,0.0,0.0,,,,,0,,0,0
311218,2013-05-25 10:55:43,5,219,,,219,82975,0,1.5,1,2.4,0.0088,4.46,26,49.0,0,17237,1,0,2,0,1,1,,66.05,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0
158015,2013-04-17 21:53:05,24,216,,,32,129132,2,4.5,0,4.71,0.4291,4.84,21,96.97,0,2922,1,120,1,0,1,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0
273299,2013-04-08 17:08:09,5,219,,,219,25476,4,3.5,1,5.31,0.0646,5.74,8,276.0,1,4562,3,8,1,1,1,0,,2568.16,1,,,,0.0,0.0,,,,,1.0,0.0,48.0,0.0,0.0,,,,,,,,0.0,0.0,12.0,0,,0,0
125896,2013-04-04 12:26:49,5,219,,,219,34552,2,3.5,0,5.88,0.1392,5.15,27,210.0,0,5143,5,82,2,0,1,0,,84.73,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0
224712,2013-02-21 21:21:20,22,92,,,39,10159,2,0.0,0,4.04,,4.12,10,118.11,0,27797,3,105,2,0,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0
56062,2013-04-27 10:17:41,5,219,,,219,68199,3,4.0,1,3.61,0.0312,5.02,15,109.0,0,17713,1,0,2,6,2,1,,196.98,0,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0,0
19307,2013-06-08 21:43:01,5,219,,,219,12783,4,2.5,0,3.0,0.0003,0.0,21,249.0,0,10999,3,54,3,0,1,1,,1434.03,0,,,,1.0,0.0,19.0,-1.0,0.0,37.0,,,,,,,,,,,,,,,,0,,0,0
16357,2013-06-23 11:43:30,6,220,,,99,38675,0,2.0,0,5.83,0.019,0.0,8,85.29,0,13292,2,82,2,0,1,1,,10549.42,1,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,0,,0,0
277368,2012-11-02 12:22:16,5,219,,,219,83077,3,4.0,0,2.2,0.0309,4.74,34,98.0,1,11339,1,14,2,0,1,1,,189.61,0,,,,0.0,0.0,,,,,,,,1.0,0.0,62.0,,,,,,,0.0,0.0,,0,,0,0
260280,2013-01-05 01:36:21,32,220,,,219,94274,2,3.0,0,1.95,,4.58,25,55.54,0,21060,1,16,2,0,1,0,,9754.83,1,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0,,0,0
273683,2013-03-28 07:42:05,5,219,,,219,90377,3,4.0,0,3.5,0.0777,5.07,13,69.0,0,26067,1,0,2,0,1,1,,91.17,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0
192242,2013-04-21 23:18:52,24,216,,,31,32306,0,0.0,0,1.61,,0.0,30,110.95,0,23840,6,112,2,1,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0
260309,2013-01-25 20:58:03,5,219,,,219,31359,4,4.0,0,4.69,0.1321,5.44,2,94.0,1,1442,1,1,2,0,1,1,,37.91,0,,,,0.0,0.0,12.0,,,,,,,-1.0,0.0,10.0,,,,,,,-1.0,0.0,10.0,0,,0,0
50631,2013-06-14 12:53:33,5,219,,,100,7790,2,4.0,1,1.39,0.0134,0.0,31,128.0,0,13927,1,1,2,0,1,1,,1802.62,0,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,0,,0,0
11876,2013-05-06 12:24:08,5,219,,,219,125168,4,4.5,1,3.14,,5.25,18,130.0,0,5206,1,75,1,2,1,1,,15.77,1,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,,,,,0,,0,0
316666,2013-02-01 14:27:46,5,219,,,219,58240,2,3.5,1,2.08,,4.89,19,105.0,0,917,1,4,1,0,1,0,,322.57,0,,,,0.0,0.0,,0.0,0.0,,,,,1.0,0.0,9.0,,,,,,,0.0,0.0,9.0,0,,0,0
80005,2013-03-05 08:24:15,14,219,,,100,139974,4,4.5,0,1.1,0.0088,5.22,2,125.62,0,6948,1,4,2,0,1,1,,1208.95,1,,,,0.0,0.0,,,,,,,,-1.0,0.0,7.0,,,,,,,-1.0,0.0,7.0,0,,0,0
316754,2013-03-10 10:06:13,5,219,,,219,82699,3,4.0,1,2.3,0.004,4.98,31,124.0,0,26458,3,75,2,0,1,1,,938.43,1,,,,,,,0.0,0.0,,,,,,1.0,,,,,,,,,,,0,,0,0
287746,2012-12-27 21:22:15,18,129,,,219,114204,2,2.5,1,3.66,0.2257,5.18,18,189.3,0,4138,1,30,1,0,1,1,,4989.9,0,,,,0.0,0.0,,,,,,,,-1.0,0.0,10.0,,,,,,,-1.0,0.0,10.0,0,,0,0
305710,2013-03-02 05:29:16,5,219,,,219,93793,3,4.5,1,1.39,0.0165,4.77,35,89.0,0,26086,1,0,1,0,1,1,,280.66,0,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,0.0,1.0,,0,,0,0
92072,2013-05-17 18:41:43,5,219,,,100,59204,2,3.5,1,4.33,0.1841,4.84,28,160.0,0,6948,1,8,2,2,1,1,,307.87,0,,,,0.0,0.0,,,,,,,,,1.0,,,,,,,,,1.0,,0,,0,0
329664,2013-03-06 15:38:04,5,219,,,219,112033,0,1.5,0,3.66,0.2778,4.9,30,71.0,0,19901,1,10,2,1,1,1,,26.05,0,,,,,,,1.0,0.0,25.0,,,,,,,,,,,,,,,,0,,0,0
232940,2013-02-21 12:07:01,5,219,2.34,90.73,219,123160,2,3.5,1,1.61,0.5783,4.48,1,59.0,1,13534,1,6,1,0,1,0,,1161.97,0,,,,,,,,,,,,,1.0,0.0,17.0,,,,,,,,,,0,,0,0
92980,2013-01-21 12:53:41,32,220,,,219,55688,5,4.5,0,2.94,,6.01,21,349.14,1,16673,7,4,1,0,1,0,,,1,,,,,,,0.0,0.0,19.0,,,,-1.0,0.0,11.0,,,,,,,-1.0,0.0,11.0,0,,0,0
226244,2012-11-29 10:13:18,5,219,,,219,50554,0,4.0,1,2.3,,3.85,8,142.0,0,11846,6,188,1,0,1,0,,688.71,1,,,,1.0,0.0,44.0,1.0,0.0,44.0,,,,,,,,,,,,,1.0,0.0,44.0,0,,0,0
7515,2012-12-26 15:57:32,5,219,,,219,75508,3,4.5,1,1.1,0.0009,5.37,30,129.0,0,7434,1,31,2,0,1,1,,11.03,0,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0,0
295035,2012-11-20 13:58:49,5,219,,,219,64541,4,4.5,1,3.09,0.1155,5.53,4,139.0,0,23753,2,45,1,0,1,1,,80.68,0,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,,,,,0,,0,0
284093,2013-02-06 18:07:56,5,219,,,219,67839,2,2.5,1,1.1,0.0254,4.36,8,45.0,0,4599,2,9,2,0,1,1,,212.98,0,,,,-1.0,0.0,5.0,-1.0,0.0,5.0,,,,,,,,,,,,,,,,0,,0,0
162482,2012-12-04 08:14:44,24,215,,,215,130588,4,4.0,1,6.05,0.2078,5.4,7,101.55,1,9371,3,0,1,0,1,0,,,0,,,,,,,-1.0,0.0,16.0,,,,-1.0,0.0,10.0,,,,-1.0,0.0,10.0,-1.0,0.0,9.0,0,,0,0
143591,2013-05-09 11:06:11,5,219,,,219,68420,3,3.5,0,3.04,0.0512,4.95,8,32.0,1,8192,1,60,4,3,2,0,,1524.35,0,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0,0
165622,2012-12-08 18:07:01,24,216,,,216,102266,3,4.5,0,3.78,0.0104,4.85,18,321.18,0,28172,1,15,2,1,1,0,,,0,,,,,,,,,,0.0,0.0,17.0,-1.0,0.0,17.0,,,,,,,,,,0,,0,0
222981,2013-05-23 10:15:21,5,219,,,219,37603,2,3.0,1,2.48,,4.12,37,52.0,0,9068,7,20,2,0,1,0,,1669.22,0,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,0,,0,0
218902,2012-11-08 12:44:09,5,219,,,219,64596,4,4.0,1,2.08,,5.22,15,110.0,1,25500,4,13,3,0,1,0,-16.4463,17.91,0,,,,1.0,0.0,8.0,,,,,,,1.0,0.0,8.0,,,,,,,1.0,0.0,8.0,0,,0,0
329571,2013-05-05 01:54:41,5,219,,,129,12381,4,4.5,1,4.51,0.071,4.77,18,100.0,1,2500,1,43,1,0,1,0,,5794.84,0,0.0,0.0,,,,,,,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,0,,0,0
230206,2013-06-24 23:48:58,5,219,,,219,124466,3,4.5,1,2.3,0.0099,0.0,30,84.0,1,24992,3,1,2,0,1,0,,2.65,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0
239263,2013-01-27 12:13:58,5,219,,,219,25416,4,4.5,1,5.77,0.3679,6.1,8,239.0,0,24700,1,3,4,0,2,0,,1028.74,0,,,,0.0,0.0,19.0,1.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,11.0,,,,,,,0.0,0.0,11.0,0,,0,0
77415,2013-04-25 06:37:07,5,158,,,99,73333,4,3.5,1,5.59,0.023,5.4,7,542.0,0,13292,7,54,2,2,1,0,,4358.49,0,-1.0,0.0,3.0,,,,,,,,,,-1.0,0.0,10.0,-1.0,0.0,10.0,-1.0,0.0,10.0,,,,0,,0,0
76293,2013-01-10 19:13:57,15,55,,,55,139682,3,4.0,1,3.4,0.0939,4.63,31,139.05,0,5452,2,29,1,1,1,1,,,1,,,,,,,,,,,,,1.0,0.0,11.0,0.0,0.0,,,,,,,,0,,0,0
85580,2013-01-05 08:03:53,5,219,,,219,24369,3,4.0,1,2.3,0.0236,5.1,34,119.0,1,28235,3,44,2,0,1,0,-22.9013,1148.2,0,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0,0
14853,2012-11-30 15:58:29,5,219,,,219,25424,4,4.0,1,2.56,,5.09,6,118.0,1,13585,2,28,2,0,1,1,,,1,,,,,,,0.0,0.0,,,,,,,,,,,,,,-1.0,0.0,6.0,0,,0,0
75383,2013-02-05 19:31:45,5,219,,,219,4503,5,4.5,1,5.16,0.2776,5.93,15,288.0,1,9402,1,10,2,0,1,1,,434.66,0,,,,-1.0,0.0,18.0,-1.0,0.0,37.0,,,,0.0,1.0,91.0,,,,,,,-1.0,0.0,18.0,0,,0,0
38570,2013-01-04 10:13:52,5,9,,,219,16826,4,4.5,1,2.08,0.0551,5.83,8,210.0,1,17713,7,31,2,5,2,0,,,0,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,,,,,0,,0,0
107650,2012-11-08 13:22:32,5,219,,,219,135396,4,4.5,0,2.64,0.0157,6.02,35,253.0,1,11425,9,209,2,0,1,0,,2349.04,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0
213211,2013-03-14 07:07:01,5,219,,,219,47782,2,4.0,1,1.95,0.0033,4.65,22,88.0,0,15307,2,8,4,0,1,1,,,1,,,,,,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0,0
47200,2013-03-13 08:32:42,5,59,,,59,100559,3,3.5,0,2.4,0.0058,5.04,7,89.0,1,15632,8,7,2,0,1,0,,6.35,1,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,,,,,0,,0,0
131694,2013-02-07 12:29:12,5,219,,,219,139428,3,4.0,1,2.3,0.1911,4.29,14,63.0,0,5437,1,8,1,0,1,1,,890.21,0,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,0,,0,0
153220,2012-12-28 10:49:21,5,219,,,219,62515,3,4.0,1,1.79,0.0333,4.92,30,109.0,0,27728,1,25,2,0,1,0,,254.8,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0
124467,2013-06-05 08:16:14,5,219,,,219,126950,3,5.0,0,0.0,0.0004,0.0,25,212.0,0,15307,2,15,2,1,1,1,,191.83,1,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0,0
164468,2012-11-23 06:13:03,5,219,,,219,121370,2,2.5,1,0.69,0.001,4.56,28,65.0,0,7516,1,0,2,2,1,1,,4.3,1,,,,-1.0,0.0,15.0,0.0,0.0,,,,,,,,,,,,,,-1.0,0.0,15.0,0,,0,0
226093,2013-06-26 09:32:29,5,219,,,219,66803,4,4.0,1,0.69,0.0111,0.0,16,160.0,0,26067,2,12,2,0,1,0,,301.27,0,,,,1.0,0.0,42.0,,,,,,,1.0,0.0,41.0,,,,,,,,,,0,,0,0
135413,2013-05-05 20:08:47,5,219,,,219,40901,2,3.0,1,0.0,0.0044,4.38,4,79.0,0,12192,1,61,1,0,1,1,,1291.9,1,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0,0
74137,2013-04-30 21:48:10,15,55,,,216,19140,3,3.5,0,3.69,0.0178,4.62,34,69.89,1,28172,3,105,2,1,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0
196562,2013-02-20 19:33:25,5,219,,,219,121176,0,2.0,1,0.0,,4.15,22,36.0,0,27771,1,2,1,2,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0
